Iteration,Prediction,Target,Error,Total Error,Average Error,MSE
0,-0.5102812683279906,1.0043930874467073,1.514674355774698,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.0426942903268903,1.0173511348070146,0.02534315551987576,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.0472574669427435,1.0385832897076093,0.008674177235134195,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.0375699117991704,1.0678533265703936,0.030283414771223205,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.0473890084627129,1.1049796466124828,0.057590638149769946,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.086519761612122,1.1498352778462062,0.06331551623408416,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.137985719213969,1.2023476135486706,0.06436189433470152,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.1887851106070946,1.2625191123644621,0.07373400175736755,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.2489697596141422,1.3305171118943797,0.08154735228023746,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.3225678927972406,1.406577400151814,0.08400950735457346,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.4056309174127843,1.4909730923720357,0.08534217495925134,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.494251848693113,1.584014631012194,0.08976278231908119,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.587450612239718,1.686049785751318,0.09859917351159986,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.6861975741126682,1.7974636534903148,0.11126607937764654,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.792215126722887,1.918678658351972,0.12646353162908497,577.626691886307,0.5782048967830901,1.0722683896353775
0,1.9072976162343127,2.050154551680956,0.14285693544664335,577.626691886307,0.5782048967830901,1.0722683896353775
0,2.0330008298022144,2.192411494198513,0.1594106643962987,577.626691886307,0.5782048967830901,1.0722683896353775
0,2.1706144081461107,2.3461324115738296,0.17551800342771884,577.626691886307,0.5782048967830901,1.0722683896353775
0,2.321344248876336,2.5120769457054,0.19073269682906435,577.626691886307,0.5782048967830901,1.0722683896353775
0,2.486430950726725,2.691053506448257,0.20462255572153198,577.626691886307,0.5782048967830901,1.0722683896353775
0,2.667119642627404,2.883920107988984,0.2168004653615796,577.626691886307,0.5782048967830901,1.0722683896353775
0,2.864440509036704,3.0915843688457167,0.22714385980901275,577.626691886307,0.5782048967830901,1.0722683896353775
0,3.078848202480552,3.3150035118681425,0.23615530938759033,577.626691886307,0.5782048967830901,1.0722683896353775
0,3.3099219408668445,3.555184364237499,0.2452624233706544,577.626691886307,0.5782048967830901,1.0722683896353775
0,3.55642736934451,3.8131833574665785,0.2567559881220687,577.626691886307,0.5782048967830901,1.0722683896353775
0,3.8169031431647853,4.090106527399722,0.2732033842349364,577.626691886307,0.5782048967830901,1.0722683896353775
0,4.090586481941207,4.387109514212823,0.29652303227161614,577.626691886307,0.5782048967830901,1.0722683896353775
0,4.378230070224447,4.705397562413326,0.3271674921888792,577.626691886307,0.5782048967830901,1.0722683896353775
0,4.682358803236017,5.046071373701866,0.36371257046584926,577.626691886307,0.5782048967830901,1.0722683896353775
0,5.00658578369909,5.408883784016085,0.40229800031699536,577.626691886307,0.5782048967830901,1.0722683896353775
0,5.353480059668938,5.795907354143338,0.44242729447440077,577.626691886307,0.5782048967830901,1.0722683896353775
0,5.724190355016793,6.2096496697638095,0.48545931474701653,577.626691886307,0.5782048967830901,1.0722683896353775
0,6.117891959494197,6.652281588181242,0.5343896286870446,577.626691886307,0.5782048967830901,1.0722683896353775
0,6.532822141310936,7.125637238322945,0.592815097012009,577.626691886307,0.5782048967830901,1.0722683896353775
0,6.968920834639813,7.631214020739787,0.6622931860999737,577.626691886307,0.5782048967830901,1.0722683896353775
0,7.430614240243152,8.170172607606201,0.739558367363049,577.626691886307,0.5782048967830901,1.0722683896353775
0,7.928166414885673,8.743336942720182,0.8151705278345087,577.626691886307,0.5782048967830901,1.0722683896353775
0,8.476181444820524,9.35119424150329,0.8750127966827659,577.626691886307,0.5782048967830901,1.0722683896353775
0,9.088488877208453,9.993894991000642,0.9054061137921892,577.626691886307,0.5782048967830901,1.0722683896353775
0,9.771092237194807,10.671252949880923,0.900160712686116,577.626691886307,0.5782048967830901,1.0722683896353775
0,10.51787187915837,11.382745148436381,0.8648732692780108,577.626691886307,0.5782048967830901,1.0722683896353775
0,11.31273796151422,12.127511888582818,0.8147739270685985,577.626691886307,0.5782048967830901,1.0722683896353775
0,12.136566419622442,12.904356743859607,0.7677903242371649,577.626691886307,0.5782048967830901,1.0722683896353775
0,12.973967800955295,13.711746559429677,0.7377787584743825,577.626691886307,0.5782048967830901,1.0722683896353775
0,13.816738497117862,14.547811452079529,0.7310729549616664,577.626691886307,0.5782048967830901,1.0722683896353775
0,14.663797413658532,15.410344810219222,0.7465473965606897,577.626691886307,0.5782048967830901,1.0722683896353775
0,15.518507379178216,16.2948263377411,0.776318958562884,577.626691886307,0.5782048967830901,1.0722683896353775
0,16.383561065383436,17.19159845071019,0.808037385326756,577.626691886307,0.5782048967830901,1.0722683896353775
0,17.25531510814885,18.092171041549136,0.8368559334002867,577.626691886307,0.5782048967830901,1.0722683896353775
0,18.124775665409665,18.986749365822305,0.8619737004126407,577.626691886307,0.5782048967830901,1.0722683896353775
0,18.980771862408645,19.86409901200124,0.8833271495925956,577.626691886307,0.5782048967830901,1.0722683896353775
0,19.813896744185914,20.711545901464667,0.897649157278753,577.626691886307,0.5782048967830901,1.0722683896353775
0,20.618020678956803,21.514976288498474,0.8969556095416706,577.626691886307,0.5782048967830901,1.0722683896353775
0,21.388649974076788,22.258836760295726,0.8701867862189374,577.626691886307,0.5782048967830901,1.0722683896353775
0,22.119581715730565,22.926134236956667,0.8065525212261022,577.626691886307,0.5782048967830901,1.0722683896353775
0,22.799955180440634,23.500605506294058,0.7006503258534238,577.626691886307,0.5782048967830901,1.0722683896353775
0,23.414216251143134,23.969085745980898,0.5548694948377637,577.626691886307,0.5782048967830901,1.0722683896353775
0,23.945311298377554,24.314367148983788,0.3690558506062338,577.626691886307,0.5782048967830901,1.0722683896353775
0,24.37644245555121,24.522795237742418,0.14635278219120806,577.626691886307,0.5782048967830901,1.0722683896353775
0,24.695556810565794,24.584749668879535,0.1108071416862586,577.626691886307,0.5782048967830901,1.0722683896353775
0,24.897541920206606,24.49464423320091,0.40289768700569795,577.626691886307,0.5782048967830901,1.0722683896353775
0,24.98390359221722,24.25092685569536,0.7329767365218594,577.626691886307,0.5782048967830901,1.0722683896353775
0,24.961076171911117,23.856079595534744,1.1049965763763723,577.626691886307,0.5782048967830901,1.0722683896353775
0,24.838556280163527,23.316618646073962,1.5219376340895643,577.626691886307,0.5782048967830901,1.0722683896353775
0,24.627437431699835,22.641213488864594,1.9862239428352417,577.626691886307,0.5782048967830901,1.0722683896353775
0,24.338999165242168,21.83606578522821,2.502933380013957,577.626691886307,0.5782048967830901,1.0722683896353775
0,23.982868732511058,20.91533378512282,3.067534947388239,577.626691886307,0.5782048967830901,1.0722683896353775
0,23.56697231428275,19.894562653229645,3.6724096610531056,577.626691886307,0.5782048967830901,1.0722683896353775
0,23.09543958468408,18.789872444442505,4.305567140241575,577.626691886307,0.5782048967830901,1.0722683896353775
0,22.56616388579727,17.617958103867817,4.9482057819294525,577.626691886307,0.5782048967830901,1.0722683896353775
0,21.968747254630504,16.396089466824606,5.572657787805898,577.626691886307,0.5782048967830901,1.0722683896353775
0,21.284039733247024,15.141951720054019,6.142088013193005,577.626691886307,0.5782048967830901,1.0722683896353775
0,20.486784049805152,13.870264487198218,6.616519562606934,577.626691886307,0.5782048967830901,1.0722683896353775
0,19.55165959748365,12.594007471745403,6.957652125738246,577.626691886307,0.5782048967830901,1.0722683896353775
0,18.461692006825597,11.324998655069288,7.136693351756309,577.626691886307,0.5782048967830901,1.0722683896353775
